"id","country"
"0l9ulo2ln4","PT"
"0lb8x1k3zk","PT"
"0lbc1mjaoy","PT"
"0lbqb9zv44","PT"
"0ld5vx6abj","PT"
"0lhhzbqgv2","PT"
"0lkbm4y440","PT"
"0lrnzrd4lo","PT"
"0lst4fbu04","PT"
"0lt7credwv","PT"
"0lw1zp6v4n","PT"
"0lx04wmtb9","PT"
"0lx7nn7h8s","PT"
"0lzzi4rda2","PT"
"0m0tu0twq8","PT"
"0mblie7rkk","PT"
"0mcbejrk9f","PT"
"0mcsi3b5j7","PT"
"0md7705azw","PT"
"0mdom8icey","PT"
"0mg5xi9ahe","PT"
"0mij407o2n","PT"
"0mncva4ge2","PT"
"0mnibleszi","PT"
"0mo1xbjrq6","PT"
"0mv4fl4nnz","PT"
"0mw9mziwoz","PT"
"0mwwb7qt5t","PT"
"0mx829r19p","PT"
"0myopkoqkf","PT"
"0n3k1nsm66","PT"
"0n5rxhi6v1","PT"
"0n657m24hi","PT"
"0nabz1bb9z","PT"
"0ndnr9qfyr","PT"
"0neq34doeb","PT"
"0nmc5krsvw","PT"
"0nmo2qgkhp","PT"
"0npb6jqlvo","PT"
"0nqi6u23zz","PT"
"0nrgn0fik5","PT"
"0nrz1cuc1l","PT"
"0nscqpk7x6","PT"
"0nsxyygi8m","PT"
"0nv2oeutvc","PT"
"0ob1swfxcf","PT"
"0oj2te3s4i","PT"
"0om2s4pmqr","PT"
"0ooktwcy6k","PT"
"0opv60bkya","PT"
"0oq58x4shs","PT"
"0or7kf5shm","PT"
"0orui2hee0","PT"
"0orvvjcia6","PT"
"0oycsif105","PT"
"0p2710iyp0","PT"
"0p719zlo1x","PT"
"0p94c49eoo","PT"
"0pci9kdr6t","PT"
"0pfjrvopkw","PT"
"0pfnpdzt8f","PT"
"0pfydqddgm","PT"
"0pgd8mp7s7","PT"
"0phjzz9mge","PT"
"0preequzk4","PT"
"0pu90qiug5","PT"
"0pvgsmp2bp","PT"
"0pw0pppi0d","PT"
"0pwhce0n9t","PT"
"0py1j8rhdb","PT"
"0q0twifp2u","PT"
"0q12ydtv82","PT"
"0q4ma1yq5p","PT"
"0q50u9pjvz","PT"
"0q6qi4wrbp","PT"
"0qcit686j9","PT"
"0qfzkqa1g8","PT"
"0qht2kuzpi","PT"
"0qllaeyssj","PT"
"0qsj9fui4z","PT"
"0qxhycre46","PT"
"0qxtjuanne","PT"
"0qydsc2o3v","PT"
"0r04ylsfbw","PT"
"0r0pva76sp","PT"
"0r0wsmm8pd","PT"
"0r3z1ygwln","PT"
"0r7gcaj9bk","PT"
"0rdw121zuu","PT"
"0reh3ka8kn","PT"
"0rfsnkwvos","PT"
"0ri7jlrm5q","PT"
"0rophz2wc6","PT"
"0rsyrhbvlz","PT"
"0rtox1ewic","PT"
"0rzno3dhm7","PT"
"0s0zbzjbb2","PT"
"0s2dxit2mw","PT"
"0s74n46qak","PT"
"0scnes5gq2","PT"
"0sg6qc0xd2","PT"
"0shoboyoxf","PT"
"0sidj98res","PT"
"0skgvbpdif","PT"
"0srd1clf7j","PT"
"0ss89dgwth","PT"
"0svlp9fhh6","PT"
"0svq6gcvna","PT"
"0sw6xucvk9","PT"
"0sxwm50ibv","PT"
"0sydv6ihyg","PT"
"0szfo2jueh","PT"
"0t875m34oj","PT"
"0t943pubmh","PT"
"0t9uddix1i","PT"
"0tablt0l3w","PT"
"0tavwhnjua","PT"
"0tbrf7jduv","PT"
"0tc8xcxq57","PT"
"0tcejtxkys","PT"
"0tgasvhj3j","PT"
"0thr7biefc","PT"
"0thzmpxuvz","PT"
"0tj4w27jaa","PT"
"0tljn7hxm6","PT"
"0tnzdkvyvw","PT"
"0truh60f94","PT"
"0tsrgm0mud","PT"
"0tx24jgath","PT"
"0txt57kyhw","PT"
"0txvq48nqf","PT"
"0u1lrjpjyk","PT"
"0u3dlgkfrm","PT"
"0u42lfbprc","PT"
"0u5m02f684","PT"
"0u9e34wg7d","PT"
"0ubajrd2uj","PT"
"0umgsks4it","PT"
"0unxtt54k3","PT"
"0uuqn7l7t6","PT"
"0uvpquose9","PT"
"0uvr52u0cd","PT"
"0uvugem8xw","PT"
"0uw56gqd7q","PT"
"0uy63d3mg6","PT"
"0v0o6s74u1","PT"
"0v5zp7wtiy","PT"
"0v62q9o68j","PT"
"0v6av9gwkt","PT"
"0v6u5fwzz8","PT"
"0v8rgbomwo","PT"
"0vatu6fdyl","PT"
"0vaus5iudz","PT"
"0vczo2my8h","PT"
"0vdqnp9j9v","PT"
"0vefdlmvoo","PT"
"0via543w05","PT"
"0vkr3vvvcn","PT"
"0vlhloxpm3","PT"
"0vli0pei24","PT"
"0vo8nm0aqn","PT"
"0vrsfp2lnd","PT"
"0vv1aa451i","PT"
"0vvgqvt171","PT"
"0vx7utuqt5","PT"
"0vyaze57et","PT"
"0w4a7bhjfi","PT"
"0w5tg7o17s","PT"
"0w9m432ro5","PT"
"0wc2sv7erz","PT"
"0wcm1bhc9z","PT"
"0whmz7qb85","PT"
"0wir4rcrv1","PT"
"0wopdh4t30","PT"
"0wpjzs93ke","PT"
"0wsvemf4i5","PT"
"0wt1j8mf2f","PT"
"0wtbbwcyc4","PT"
"0wuvqfcsgg","PT"
"0wvgop461z","PT"
"0ww5g3bzzm","PT"
"0wwnw23qje","PT"
"0x062riy0f","PT"
"0x0u8aaqms","PT"
"0x3v8rue3f","PT"
"0x5h0ywh0x","PT"
"0x7gu1i2uj","PT"
"0x8xhd30w5","PT"
"0xdtxfgrlu","PT"
"0xe2wbs57y","PT"
"0xf9r3aloa","PT"
"0xkbuoftz9","PT"
"0xp56v2e6s","PT"
"0xpnrm7qfb","PT"
"0xujr1djug","PT"
"0xxpv67nxi","PT"
"0xyo4sa2mk","PT"
"0y278rygqe","PT"
"0y394m4h08","PT"
"0y3ea160il","PT"
"0y4nioipo3","PT"
"0yb3medm94","PT"
"0ybwmscdyo","PT"
"0yghk2ec6t","PT"
"0yhmgjrmvm","PT"
"0yi0bbgweh","PT"
"0ykfmlreuu","PT"
"0yr01e5mt6","PT"
"0yt0hqa48m","PT"
"0yu50ubcvg","PT"
"0yunuj64zu","PT"
"0yv5bfdw3g","PT"
"0yvcbhhwon","PT"
"0yz53num4o","PT"
"0z1ckouz6v","PT"
"0z1gd95fa7","PT"
"0z2qzf8fjz","PT"
"0z6norzxme","PT"
"0z86jmyglf","PT"
"0z8n9cquwo","PT"
"0z8o2cv006","PT"
"0zbnv66ulj","PT"
"0zcgip80oe","PT"
"0zeqoq87ys","PT"
"0zf6fshc9a","PT"
"0zgml2dlu4","PT"
"0zgt5bkyn5","PT"
"0ziy5i8qpb","PT"
"0znmlmqi9e","PT"
"0zrrcoyu6y","PT"
"0zuzqp77za","PT"
"10380jntjq","PT"
"103xsewx67","PT"
"1045xd4xel","PT"
"1062fj0arf","PT"
"10amu85sys","PT"
"10elv8hg5f","PT"
"10eq9hhvqj","PT"
"10f6ehu4yk","PT"
"10iba9lplr","PT"
"10ibzmaqlj","PT"
"10ifrpu21h","PT"
"10o4l2hz4h","PT"
"10p9mru2db","PT"
"10t7rbl5gi","PT"
"10xw2ipz7e","PT"
"10yoiu3fif","PT"
"110i2nhlx0","PT"
"111i32jzpn","PT"
"113160wqrp","PT"
"1133ewigrc","PT"
"113cl2qs72","PT"
"113g9anioj","PT"
"114rfxa2ng","PT"
"1158jj5z1t","PT"
"115l3l7cyg","PT"
"11czs2brb5","PT"
"11f2aecfwb","PT"
"11i8t1w9p3","PT"
"11kk4xuk5v","PT"
"11vi5aoiss","PT"
"120ato1mf4","PT"
"1224tkyk6s","PT"
"1254b9jpha","PT"
"12czh7dtcl","PT"
"12h0uyz9sw","PT"
"12hvj5v5eb","PT"
"12ocfjmisg","PT"
"12s044i68t","PT"
"12zt196oe5","PT"
"1302rq6i5j","PT"
"133k0w3eni","PT"
"139940qyca","PT"
"139shng66w","PT"
"13jc6m4csk","PT"
"13kob6uqd0","PT"
"13u520vx9t","PT"
"13ucb2omjy","PT"
"13ztjgcmrc","PT"
"140ygdwjiv","PT"
"141l7c8yr1","PT"
"143oqy45ji","PT"
"143u2vq51p","PT"
"1457s40dfs","PT"
"149s6u8cvb","PT"
"149uega5v3","PT"
"14bhl12g4r","PT"
"14bxq6vza6","PT"
"14dod9pjfb","PT"
"14et8997rh","PT"
"14h7ommnkf","PT"
"14hjx1tb74","PT"
"14k66ejjc7","PT"
"14nisr3amw","PT"
"14p0mfl6b0","PT"
"14pkqtu1z8","PT"
"14sdz300yx","PT"
"14tzgdgyd1","PT"
"152u560xef","PT"
"153ji8yx1d","PT"
"156ascgj2k","PT"
"158boh8tcg","PT"
"158br5awvx","PT"
"15f12420ak","PT"
"15f6mdlnmn","PT"
"15g9ypxlts","PT"
"15iqw84aab","PT"
"15mu0w5wzz","PT"
"15potk8psn","PT"
"15shc9m91q","PT"
"15uw3quhbc","PT"
"15vaje5ajd","PT"
"15wxfpwbyo","PT"
"15xs0t5xl4","PT"
"15yqtsmbv2","PT"
"15zp45mpz3","PT"
"163cbvubqk","PT"
"1645ua3ud7","PT"
"166tkdksrx","PT"
"16893j4qnv","PT"
"168b0l7cm7","PT"
"16ajqd95ej","PT"
"16dqiapb4q","PT"
"16g9qsz5gq","PT"
"16lhiwhpue","PT"
"16o584ph1o","PT"
"16s2i0otf6","PT"
"16tvuha7cl","PT"
"16wihgpz5t","PT"
"16xiurz34x","PT"
"173n4ivtm9","PT"
"174uzyzqxx","PT"
"17a0dqnnyc","PT"
"17a2fyanuh","PT"
"17baq0qlns","PT"
"17d1nawp5e","PT"
"17fwteuasi","PT"
"17h4pqdrjs","PT"
"17o0myd4xw","PT"
"17ph7mzjy5","PT"
"17sc300yba","PT"
"17skxlz9hl","PT"
"17v9lpvmag","PT"
"17wanm67bo","PT"
"17zxtmwyrf","PT"
"180mf8ladw","PT"
"184tqzpmec","PT"
"186750gbj9","PT"
"187e5ba80m","PT"
"18d8zqt8q2","PT"
"18eyegts2n","PT"
"18flhjuhdl","PT"
"18gi337ayo","PT"
"18hc95bum9","PT"
"18ibwbysub","PT"
"18jg9h52uw","PT"
"18k9gytlm6","PT"
"18l1e6ym98","PT"
"18lz15d869","PT"
"18nv4zwvcs","PT"
"18ox0xbku6","PT"
"18qqylcl7l","PT"
"18sngve783","PT"
"18tl3fkros","PT"
"18x1sadpg5","PT"
"194a68jd45","PT"
"1969ohggpc","PT"
"196gg2rypz","PT"
"196u4bbozq","PT"
"19d3cuu09d","PT"
"19gecoi0jn","PT"
"19ghjvjh0x","PT"
"19gxzohp4e","PT"
"19hnz5d3gl","PT"
"19i5uv1rlk","PT"
"19n0sj3tw6","PT"
"19py47gnti","PT"
"19rogxjlit","PT"
"19ts285smv","PT"
"19vmhnfgda","PT"
"19xdzdto0f","PT"
"19za8ltfs5","PT"
"1a0sd0ouxn","PT"
"1a7nbb8682","PT"
"1a8icmj38d","PT"
"1a94it2kfm","PT"
"1a9iy10fs0","PT"
"1aahitwlmw","PT"
"1agkunqxp4","PT"
"1ah78c9a8z","PT"
"1am3f48bbg","PT"
"1am9lvlv31","PT"
"1apiy11glb","PT"
"1ar0twx2g7","PT"
"1arniayvlx","PT"
"1aszbnx58d","PT"
"1ay6ksp6rq","PT"
"1aydt9dmpk","PT"
"1ayrfnz1ml","PT"
"1b3ekljlvo","PT"
"1b422njste","PT"
"1b6jb8i0r6","PT"
"1b8w4etb4z","PT"
"1bb6e4cd6m","PT"
"1bemihtb7w","PT"
"1bfg0jzq2o","PT"
"1bgpambqno","PT"
"1biw85nkyp","PT"
"1blqke7gqh","PT"
"1blvdkpmjx","PT"
"1bm5zlga9e","PT"
"1brki43ucc","PT"
"1btbguw118","PT"
"1bvp9syyrm","PT"
"1bwix21ck4","PT"
"1bwtrv5f1t","PT"
"1byfk1jov6","PT"
"1c2xfky7fi","PT"
"1c4lifc8lr","PT"
"1c5rlbgrzh","PT"
"1ce4uaf2hl","PT"
"1cf28bp9cr","PT"
"1cgvecy8ae","PT"
"1ch8j9j6vx","PT"
"1cng0i8rsz","PT"
"1cqtfie3v2","PT"
"1cwkmkmsgv","PT"
"1cxkgzzp5n","PT"
"1d4fm3trag","PT"
"1d4ql28cae","PT"
"1d8evn1bs2","PT"
"1d97i5g21q","PT"
"1dg9a38u0x","PT"
"1dgbmok5xx","PT"
"1dicsgg45b","PT"
"1dk6k6xoc1","PT"
"1dmvrqoxx5","PT"
"1dnm7stzwe","PT"
"1dpfm7399w","PT"
"1dsalauuwv","PT"
"1dxxdkrsxv","PT"
"1dz0e3vqmj","PT"
"1e888wlysy","PT"
"1eeuj1ovfb","PT"
"1ehijs9viz","PT"
"1ehjad8xfx","PT"
"1ei7jdjt6w","PT"
"1eosv6j6qh","PT"
"1epc4pm905","PT"
"1epi98rjf8","PT"
"1eskmezxip","PT"
"1euiemq91e","PT"
"1evdsxr8br","PT"
"1evoiexksn","PT"
"1ez4t5bbhb","PT"
"1f2p77twhp","PT"
"1f3zja5dp1","PT"
"1f61vw3euw","PT"
"1failk3t7u","PT"
"1fb6dnje7c","PT"
"1fexou568g","PT"
"1fh64w6xi7","PT"
"1fi1z7omlc","PT"
"1fjv0d43k8","PT"
"1flqr3u7gx","PT"
"1fpxx2uac3","PT"
"1ftdwsjv3j","PT"
"1fue2htzvv","PT"
"1fuygua311","PT"
"1fvrh0cedj","PT"
"1fyzx4vvgy","PT"
"1g0nb460v5","PT"
"1g3qggh26k","PT"
"1g6oj8fb1b","PT"
"1gbu2kum0m","PT"
"1gceyei6gi","PT"
"1geel4q4y9","PT"
"1gei0s9jtj","PT"
"1gg81wibct","PT"
"1ghm9ds1aw","PT"
"1gi0k6hm5v","PT"
"1ging98cd0","PT"
"1gklgth6be","PT"
"1gmwbxon60","PT"
"1gn0sbsoii","PT"
"1gqqn93med","PT"
"1gudqyz5de","PT"
"1gy49cf41t","PT"
"1h0ujceggs","PT"
"1h4pe1wsah","PT"
"1h62b7t41g","PT"
"1h6e2iw68j","PT"
"1h6toc0ded","PT"
"1h818gab5c","PT"
"1ha4emqn1q","PT"
"1hev32bjk5","PT"
"1hf6lnvmvk","PT"
"1hgbjt425d","PT"
"1hghg7xyz7","PT"
"1hipre2c1w","PT"
"1hiz31rsnc","PT"
"1hiz6a7l09","PT"
"1hls8mcm7a","PT"
"1hpillz1ue","PT"
"1htf1gbmm8","PT"
"1hu5mjtlkf","PT"
"1hvdzcipgw","PT"
"1hvg6rxz87","PT"
"1hvntls17z","PT"
"1hwnxhi1e2","PT"
"1hzan7lq99","PT"
"1hzkhnpmp1","PT"
"1i178gklfd","PT"
"1i3zibktjo","PT"
"1i4hx40ffa","PT"
"1i4okuliw0","PT"
"1i4wbm9368","PT"
"1iawn2igp6","PT"
"1idn0tmr2w","PT"
"1idql7dter","PT"
"1ieijeb0i5","PT"
"1ifcc17zbd","PT"
"1ig16v5sxs","PT"
"1ihev00jnq","PT"
"1inknajsoz","PT"
"1inyacn3fx","PT"
"1iocli7aiw","PT"
"1iqkmdb6hi","PT"
"1irobg9mod","PT"
"1isteen9mx","PT"
"1iueh850iw","PT"
"1iwyag4td5","PT"
"1ixddmg1mn","PT"
"1ixemttpzi","PT"
"1j200a3mh4","PT"
"1j2cu71es1","PT"
"1j5vipe1r9","PT"
"1j6v9av6zo","PT"
"1j8pwufayp","PT"
"1j928uwof4","PT"
"1jgk418xm9","PT"
"1jn9z2d4tn","PT"
"1jpfq4bz2h","PT"
"1jpko3xmsz","PT"
"1jq539u4dm","PT"
"1jrbqtpaup","PT"
"1k1mgxrhhr","PT"
"1k9bcuyz5j","PT"
"1k9bpzytxs","PT"
"1kc5uhld53","PT"
"1kc8rs1ef9","PT"
"1kgwspmh1i","PT"
"1ki8knf7i0","PT"
"1klmbvjdgx","PT"
"1klydi7unx","PT"
"1kmpwpp5ux","PT"
"1ko8okjemw","PT"
"1kq6q0lnx2","PT"
"1kr430eacx","PT"
"1ktjt53oaz","PT"
"1kutaidmy4","PT"
"1kuz6jxz1t","PT"
"1kv8dvyacs","PT"
"1kyg9m9r5x","PT"
"1l2ntfoal2","PT"
"1l54770o98","PT"
"1l5qd1uhxm","PT"
"1lbunmsrv1","PT"
"1lflm3c81h","PT"
"1lh2edk8lk","PT"
"1lj7mf9fp6","PT"
"1lk5n2zzg2","PT"
"1llxh6h8ie","PT"
"1lox83p90z","PT"
"1lrborj8dg","PT"
"1lucmkmlgv","PT"
"1lwd4a0vpj","PT"
"1lwnytsua4","PT"
"1lxznus1p7","PT"
"1m1i4ja4vw","PT"
"1m1qanqhnq","PT"
"1m4mwubnix","PT"
"1m54clnyzl","PT"
"1m7hrof3my","PT"
"1mhm0bro62","PT"
"1mhy0lo18s","PT"
"1miheh3f64","PT"
"1mk2zaacng","PT"
"1mlqpr4uid","PT"
"1msxt4y3bu","PT"
"1n1daeyx4h","PT"
"1n4g6rkyaj","PT"
"1n5s0yu0z6","PT"
"1n6mn42742","PT"
"1n9nkoltgd","PT"
"1n9tdq3w5x","PT"
"1nh1i0dzmi","PT"
"1nllkiomly","PT"
"1nofpo7huo","PT"
"1nuns6z7cq","PT"
"1o1h886r5u","PT"
"1o24rw2y4z","PT"
"1o76ll2xed","PT"
"1oamermq03","PT"
"1obe6k0mhi","PT"
"1oc199au2z","PT"
"1ocxobnih9","PT"
"1oivojur93","PT"
"1ojggppv0i","PT"
"1okrgq1uli","PT"
"1okv6by3c6","PT"
"1ouabmo6ll","PT"
"1oxyaddtwv","PT"
"1p54618r26","PT"
"1paetrsx4k","PT"
"1pbgfi7vzw","PT"
"1pfj2n1ps8","PT"
"1pip6xzy2t","PT"
"1pipsl08rk","PT"
"1pj2yjwcfn","PT"
"1pj4fkuuxs","PT"
"1pl77qr4aq","PT"
