"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @KPRC2: Crews begin pumping water from flooded Beltway 8 West. Story and photos --&gt; https://t.co/Tf9RSsOXxK #HoustonFlood #Harvey https:…",FALSE,0,NA,2017-09-06 23:59:56,FALSE,NA,"905581362362671104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JuanNav46529358",97,TRUE,FALSE,NA,NA
"2","RT @ShernMinKHOU: Amazing @springspiritbb kids wanted to help #Harvey victims. Sold lemonade &amp; got $10,000 check! Proud to tell their story…",FALSE,0,NA,2017-09-06 23:59:53,FALSE,NA,"905581350564003840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cgal17",18,TRUE,FALSE,NA,NA
"3","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:59:16,FALSE,NA,"905581194917662720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Teedawg04",192,TRUE,FALSE,NA,NA
"4","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:58:54,FALSE,NA,"905581102642995200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HEAVYCHEVY850",192,TRUE,FALSE,NA,NA
"5","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:58:51,FALSE,NA,"905581090764664832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zackmomma",287,TRUE,FALSE,NA,NA
"6","RT @BookerT5x: Doing a very special live show in Los Angeles to benefit those affected by #Harvey. Please join me and support! Tix: https:/…",FALSE,0,NA,2017-09-06 23:58:37,FALSE,NA,"905581032585519104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mel4Extreme",149,TRUE,FALSE,NA,NA
"7","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:58:24,FALSE,NA,"905580976432140289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mmaureen7",287,TRUE,FALSE,NA,NA
"8","RT @PoojaOnTV: Wondering why you're stuck I traffic?  So, this is Beltway 8 at Boheme... #abc13 #Harvey https://t.co/w50qcpe5jF",FALSE,0,NA,2017-09-06 23:58:18,FALSE,NA,"905580950083567618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gothprincesss",95,TRUE,FALSE,NA,NA
"9","RT @PoojaOnTV: If you're wondering why traffic is horrible... #Beltway8 #Harvey #Abc13 https://t.co/vH76wWcgua",FALSE,0,NA,2017-09-06 23:57:55,FALSE,NA,"905580855422308352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","w_vvera",82,TRUE,FALSE,NA,NA
"10","RT @UHLAW: . @UHLawDean, Profs G. Hoffman and Janet Beck and UHLC students and alums participate in #Harvey volunteering at NRG Center. #Ho…",FALSE,0,NA,2017-09-06 23:57:51,FALSE,NA,"905580840004055040",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PRayRay",2,TRUE,FALSE,NA,NA
"11","People are looking to each other for help, while politicians start to position themselves for benefitting from relief fund. #Harvey",FALSE,21,NA,2017-09-06 23:57:43,FALSE,NA,"905580806227324928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tinastullracing",6,FALSE,FALSE,NA,NA
"12","RT @KPRC2: Crews begin pumping water from flooded Beltway 8 West. Story and photos --&gt; https://t.co/Tf9RSsOXxK #HoustonFlood #Harvey https:…",FALSE,0,NA,2017-09-06 23:57:18,FALSE,NA,"905580701319385089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jerzeygurl22",97,TRUE,FALSE,NA,NA
"13","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:57:01,FALSE,NA,"905580630540419072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","temilovie",192,TRUE,FALSE,NA,NA
"14","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:56:49,FALSE,NA,"905580577188970496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnoeffinger75",287,TRUE,FALSE,NA,NA
"15","That's exactly what they (COE) did. It could have been far worse for thousands more. She is entitled to full restit… https://t.co/G3oECbG6lU",FALSE,0,NA,2017-09-06 23:56:43,TRUE,NA,"905580554774614018",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Parthenon1",0,FALSE,FALSE,NA,NA
"16","RT @NickABC13: 6pm on @abc13houston meet Bill Fly. The 99 year-old WWII vet who lost his home during #Harvey but is making a comeback thank…",FALSE,0,NA,2017-09-06 23:56:20,FALSE,NA,"905580458188185601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","James_Saunders2",32,TRUE,FALSE,NA,NA
"17","Community Pastors coming together to prayer.  #21daysofprayer #harvey",FALSE,0,NA,2017-09-06 23:56:09,FALSE,NA,"905580409332826112",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GSWPC",0,FALSE,FALSE,NA,NA
"18","Thanks again, thunder buddies! <ed><U+00A0><U+00BC><ed><U+00BC><U+00AA><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6> Have fun in your new life! #Harvey #rescuedpetsmovement https://t.co/0fmqQhLecE",FALSE,1,NA,2017-09-06 23:55:41,FALSE,NA,"905580295163969536",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","emershine",0,FALSE,FALSE,NA,NA
"19","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:55:37,FALSE,NA,"905580276453183489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alluringalgee",192,TRUE,FALSE,NA,NA
"20","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:55:32,FALSE,NA,"905580254206582785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Boudah329",192,TRUE,FALSE,NA,NA
"21","RT @TAMUVET1: 9/5, evening: #VET members + soldiers engaged in ""puppy therapy.""
#TAMU #CVM #Harvey https://t.co/OoMe7sIgrZ",FALSE,0,NA,2017-09-06 23:55:31,FALSE,NA,"905580251971022848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OveraDakota",12,TRUE,FALSE,NA,NA
"22","RT @ChronBrianSmith: J.J. Watt on his plan for how the $27 million-plus raised for #Harvey victims will be used. https://t.co/hfmb2OpHYx",FALSE,0,NA,2017-09-06 23:54:44,FALSE,NA,"905580056394813440",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","StaciMcHamSmith",28,TRUE,FALSE,NA,NA
"23","#TheStory they knew about the problem, but it's not a problem until it's a problem... Now it's a problem #Harvey #TexasStrong",FALSE,0,NA,2017-09-06 23:54:44,FALSE,NA,"905580052863176705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarryDekens1",0,FALSE,FALSE,NA,NA
"24","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:54:15,FALSE,NA,"905579932088233986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Deebbzz_",192,TRUE,FALSE,NA,NA
"25","RT @SenTedCruz: Recognized @JJWatt for his devout commitment to helping fellow Texans rebuild after #Harvey. #TexansHelpingTexans #TexasStr…",FALSE,0,NA,2017-09-06 23:53:51,FALSE,NA,"905579831345238016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","keating_eleanor",239,TRUE,FALSE,NA,NA
"26","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 23:53:27,FALSE,NA,"905579729708867585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoriSchilkowski",45,TRUE,FALSE,NA,NA
"27","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 23:53:17,FALSE,NA,"905579691427409921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lexxii_Jade",45,TRUE,FALSE,NA,NA
"28","RT @RyanBLeslie: H-E-B you've made me a lifetime customer. @HEBPrepared @HEB 
#TexasStrong #Harvey https://t.co/GWM4FmeLlT",FALSE,0,NA,2017-09-06 23:53:15,FALSE,NA,"905579681591816192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soxonly",39,TRUE,FALSE,NA,NA
"29","@pheeldoulap @AndrewRedlawsk @Iceleg @dnauerbach13 I feel your pain, as I live in port Aransas Texas. We took the initial hit from #Harvey.",FALSE,3,"pheeldoulap",2017-09-06 23:53:06,FALSE,"905579275650256896","905579644979560448","212144856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thestraygoose",1,FALSE,FALSE,NA,NA
"30","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:52:51,FALSE,NA,"905579578508357639",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","_erock",287,TRUE,FALSE,NA,NA
"31","RT @RyanBLeslie: H-E-B you've made me a lifetime customer. @HEBPrepared @HEB 
#TexasStrong #Harvey https://t.co/GWM4FmeLlT",FALSE,0,NA,2017-09-06 23:52:40,FALSE,NA,"905579532811472896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coolhandschlute",39,TRUE,FALSE,NA,NA
"32","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:52:21,FALSE,NA,"905579456391196672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__Shanteeee",192,TRUE,FALSE,NA,NA
"33","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:52:17,FALSE,NA,"905579439651741698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Creichman",287,TRUE,FALSE,NA,NA
"34","RT @KPLC7News: Doctors warn of health hazards associated with flood waters #Harvey
https://t.co/xMmZON5nXw https://t.co/7k5TOMeLkP",FALSE,0,NA,2017-09-06 23:52:16,FALSE,NA,"905579434182356992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CCCrecoveryNOLA",1,TRUE,FALSE,NA,NA
"35","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 23:52:11,FALSE,NA,"905579412816408576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaylopez",45,TRUE,FALSE,NA,NA
"36","RT @Schrader_Adam: @PolkCoSheriff Additionally look at #Harvey as a case study  https://t.co/WkUC9nMIvt",FALSE,0,NA,2017-09-06 23:52:08,FALSE,NA,"905579401483608065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrInternationl",169,TRUE,FALSE,NA,NA
"37","RT @TexasDSHS: #Harvey (and now #Irma) remind us why emergency prep is so important. Take time to build a ""go kit"" w/ the info at https://t…",FALSE,0,NA,2017-09-06 23:52:08,FALSE,NA,"905579401160650753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UBC99",29,TRUE,FALSE,NA,NA
"38","Task Force #Harvey flights out of the practice field @KatyHSPrincipal https://t.co/Ghpvaq0tGT",FALSE,13,NA,2017-09-06 23:52:03,FALSE,NA,"905579379836821504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MTSAR11",6,FALSE,FALSE,NA,NA
"39","RT @TxCDD: #Translation Stipends to increase access to services &amp; supports for people with #disabilities impacted by #Harvey.

https://t.co…",FALSE,0,NA,2017-09-06 23:51:57,FALSE,NA,"905579356046667777",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">goodbot</a>","kassjja",3,TRUE,FALSE,NA,NA
"40","@tomcolicchio just FYI - post #harvey every #HISD student can get 3 free meals a day. From NYC but live in Houston… https://t.co/NCvwXwue4O",FALSE,0,"tomcolicchio",2017-09-06 23:51:47,TRUE,"905574711236681728","905579312073625601","103130238","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marajvan",0,FALSE,FALSE,NA,NA
"41","RT @BookerT5x: Doing a very special live show in Los Angeles to benefit those affected by #Harvey. Please join me and support! Tix: https:/…",FALSE,0,NA,2017-09-06 23:51:29,FALSE,NA,"905579235020087296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeyJuulien",149,TRUE,FALSE,NA,NA
"42","RT @abc13houston: Do you have questions about renter's rights after #Harvey? Ask @TedABC13 a question NOW on Facebook Live: https://t.co/Wu…",FALSE,0,NA,2017-09-06 23:51:25,FALSE,NA,"905579218129608704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RGlobalism",12,TRUE,FALSE,NA,NA
"43","@TheLiberalUG @realDonaldTrump HEART OF THE DEAL... 
ahahahaha
POTUS is brilliant.
Get the money to the homeless in… https://t.co/J0zXwLpp0S",FALSE,0,"TheLiberalUG",2017-09-06 23:50:58,TRUE,"905578422109216769","905579104610779137","823578434257358849","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Eye4Eye",0,FALSE,FALSE,NA,NA
"44","@SBISD students will NOT have to make up the 10 school days missed due to #Harvey , board approved request of waiver #springbranchisd",FALSE,3,"SBISD",2017-09-06 23:50:45,FALSE,NA,"905579052194508800","36954582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jaimyjones",2,FALSE,FALSE,NA,NA
"45","51 inches: 5 stories of terror, heartbreak and heroism @HoustonChron #Harvey  https://t.co/PmN6mij7lk",FALSE,0,NA,2017-09-06 23:50:06,FALSE,NA,"905578887148699648",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","TTLA_",0,FALSE,FALSE,NA,NA
"46","RT @RyanBLeslie: H-E-B you've made me a lifetime customer. @HEBPrepared @HEB 
#TexasStrong #Harvey https://t.co/GWM4FmeLlT",FALSE,0,NA,2017-09-06 23:49:37,FALSE,NA,"905578767585869824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DantheTid",39,TRUE,FALSE,NA,NA
"47","RT @abc13houston: We want you to #TurnToTed on Facebook Live at 6 for all your questions on renter's rights linked to #Harvey. Submit a que…",FALSE,0,NA,2017-09-06 23:49:22,FALSE,NA,"905578704222527489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prettyeyes33333",3,TRUE,FALSE,NA,NA
"48","RT @abc13houston: Do you have questions about renter's rights after #Harvey? Ask @TedABC13 a question NOW on Facebook Live: https://t.co/Wu…",FALSE,0,NA,2017-09-06 23:49:18,FALSE,NA,"905578687814393856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prettyeyes33333",12,TRUE,FALSE,NA,NA
"49","RT @foundmemag: If you have a story or an experience to share about #Harvey we want to know.",FALSE,0,NA,2017-09-06 23:49:11,FALSE,NA,"905578658017968128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","reau_victor",3,TRUE,FALSE,NA,NA
"50","RT @foundmemag: If you have a story or an experience to share about #Harvey we want to know.",FALSE,0,NA,2017-09-06 23:49:10,FALSE,NA,"905578653047820289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaisnuclear",3,TRUE,FALSE,NA,NA
"51","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:49:08,FALSE,NA,"905578647175692292",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tpa_ismyhome",287,TRUE,FALSE,NA,NA
"52","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 23:49:01,FALSE,NA,"905578616456491008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vimmafiend",287,TRUE,FALSE,NA,NA
"53","RT @BetsyFurler: I was on the @SatSisters this week talking about #Harvey and #HoustonStrong 
https://t.co/bhWu793qZj",FALSE,0,NA,2017-09-06 23:48:58,FALSE,NA,"905578601973776384",NA,"<a href=""https://twitter.com/lopezgovlaw"" rel=""nofollow"">Prometheus I</a>","lopezgovlaw",3,TRUE,FALSE,NA,NA
"54","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 23:48:33,FALSE,NA,"905578497304911872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","julieomyatt",45,TRUE,FALSE,NA,NA
"55","RT @dsilverman: Get used to seeing debris from #Harvey cleanups. https://t.co/gnah0hIDGf It will be with us for months. By @mmorris011 #hou…",FALSE,0,NA,2017-09-06 23:48:01,FALSE,NA,"905578364118990849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amarenst1",11,TRUE,FALSE,NA,NA
"56","RT @TexasObserver: More than a week after #Harvey, Texas &amp; @USDA have yet to approve a food aid program designed to help victims https://t.…",FALSE,0,NA,2017-09-06 23:47:51,FALSE,NA,"905578321706188800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hunley_nolan",11,TRUE,FALSE,NA,NA
"57","RT @TexasDSHS: Questions about #Harvey-related services? Dial 2-1-1 and select options 5 (food benefits, shelters) or 2 (TANF, Medicaid, CH…",FALSE,0,NA,2017-09-06 23:47:46,FALSE,NA,"905578299144986624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darrona",7,TRUE,FALSE,NA,NA
"58","RT @UHouston: Having transportation issues after #Harvey ruined your ride? Waze Carpool is now offering free carpools in Houston <ed><U+00A0><U+00BD><ed><U+00BA><U+0097>https://t…",FALSE,0,NA,2017-09-06 23:47:44,FALSE,NA,"905578291427504134",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HJR_III",55,TRUE,FALSE,NA,NA
"59","RT @TxCDD: #Translation Stipends to increase access to services &amp; supports for people with #disabilities impacted by #Harvey.

https://t.co…",FALSE,0,NA,2017-09-06 23:47:38,FALSE,NA,"905578265858985985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darrona",3,TRUE,FALSE,NA,NA
"60","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:47:26,FALSE,NA,"905578218396188672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jammy_neutron",192,TRUE,FALSE,NA,NA
"61","RT @EntergyTX: Sept. 6: Here's our 5 p.m. update on #Harvey restoration in #Texas. #HurricaneHarvey https://t.co/o6Lcz9RKSd https://t.co/cA…",FALSE,0,NA,2017-09-06 23:47:24,FALSE,NA,"905578207633649664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidIngramKBMT",4,TRUE,FALSE,NA,NA
"62","I was on the @SatSisters this week talking about #Harvey and #HoustonStrong 
https://t.co/bhWu793qZj",FALSE,7,NA,2017-09-06 23:47:19,FALSE,NA,"905578189380096001",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BetsyFurler",3,FALSE,FALSE,NA,NA
"63","RT @NickABC13: 6pm on @abc13houston meet Bill Fly. The 99 year-old WWII vet who lost his home during #Harvey but is making a comeback thank…",FALSE,0,NA,2017-09-06 23:47:18,FALSE,NA,"905578185307381760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prettyeyes33333",32,TRUE,FALSE,NA,NA
"64","RT @BookerT5x: Doing a very special live show in Los Angeles to benefit those affected by #Harvey. Please join me and support! Tix: https:/…",FALSE,0,NA,2017-09-06 23:46:58,FALSE,NA,"905578101459038209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jacob_Testerman",149,TRUE,FALSE,NA,NA
"65","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 23:46:45,FALSE,NA,"905578043292471296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BangTCo",45,TRUE,FALSE,NA,NA
"66","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:46:44,FALSE,NA,"905578039303700484",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juicyydre_",192,TRUE,FALSE,NA,NA
"67","I'm so mad at myself for forgetting about jeans day today &amp; wearing real clothes to school! #harvey got my days all… https://t.co/6e99xPXGud",FALSE,5,NA,2017-09-06 23:46:33,TRUE,NA,"905577995527708673",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CaitlinCloyd",0,FALSE,FALSE,NA,NA
"68","RT @imkevinquinn: Class action suits filed following massive flooding after release of water from local reservoirs #abc13 @ 6 #harvey #harv…",FALSE,0,NA,2017-09-06 23:46:29,FALSE,NA,"905577978628907008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prettyeyes33333",27,TRUE,FALSE,NA,NA
"69","RT @KaitlinMcCulley: Keisha Williams would have turned 33 Saturday. She died in #Harvey flood waters near her Woodforest apt #ABC13 https:/…",FALSE,0,NA,2017-09-06 23:45:55,FALSE,NA,"905577833703014407",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AT3ddyB3ar",422,TRUE,FALSE,NA,NA
"70","RT @MichaelCiaglo: Post-Harvey traffic is no joke. I took these at noon today... good luck to the commuters out there #Harvey https://t.co/…",FALSE,0,NA,2017-09-06 23:45:54,FALSE,NA,"905577832411213824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vi_vampy",386,TRUE,FALSE,NA,NA
"71","RT @ChronBrianSmith: J.J. Watt on his plan for how the $27 million-plus raised for #Harvey victims will be used. https://t.co/hfmb2OpHYx",FALSE,0,NA,2017-09-06 23:45:49,FALSE,NA,"905577811947204608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KweeenieB",28,TRUE,FALSE,NA,NA
"72","Gov. Abbott talks #Harvey with German Chancellor Angela Merkel .  No reports whether Confederate statues came up https://t.co/4y0e1Vq3Y2",FALSE,1,NA,2017-09-06 23:45:41,FALSE,NA,"905577777885315072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesrhenson",0,FALSE,FALSE,NA,NA
"73","RT @UHouston: First day after #Harvey is in the books! Welcome back, Coogs! https://t.co/Zjz7h8753M",FALSE,0,NA,2017-09-06 23:45:36,FALSE,NA,"905577756444037120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarrisCountyFCU",109,TRUE,FALSE,NA,NA
"74","RT @12NewsNow: House approves first installment of Hurricane Harvey disaster aid #12NewsNowHarvey #Harvey #409Strong https://t.co/2Uv8ITu4e…",FALSE,0,NA,2017-09-06 23:45:20,FALSE,NA,"905577690429837312",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","meljmcd",4,TRUE,FALSE,NA,NA
"75","RT @HoustonHealth: Disinfect all toys that were in contact with #Harvey floodwaters before letting kids play. Here is how https://t.co/ZKAD…",FALSE,0,NA,2017-09-06 23:45:19,FALSE,NA,"905577685438660612",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HoustonMunCourt",17,TRUE,FALSE,NA,NA
"76","Shoutout to @Apple wife damaged phone while working #harvey relief with TX National Guard. Gave her replacement for free. Out of warranty.",FALSE,8,NA,2017-09-06 23:45:05,FALSE,NA,"905577626726739968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","garrettfritz",1,FALSE,FALSE,NA,NA
"77","RT @BAP2017: #KeishaWilliams would have turned 33 Saturday.
She died in #Harvey flood waters near her Woodforest apt #ABC13!!
#RIPKeishaWil…",FALSE,0,NA,2017-09-06 23:45:03,FALSE,NA,"905577616836526080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jansco3283",192,TRUE,FALSE,NA,NA
"78","RT @HoustonHealth: Talk to your doctor if you're unsure of your tetanus shot history and repairing a #Harvey-damaged home. https://t.co/927…",FALSE,0,NA,2017-09-06 23:44:49,FALSE,NA,"905577559928315904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HoustonMunCourt",29,TRUE,FALSE,NA,NA
"79","RT @HCSOTexas: Shoutout to @lonestarcollege. Students are in communities handing out supplies since #Harvey hit. #LESM https://t.co/jcUOnFl…",FALSE,0,NA,2017-09-06 23:44:17,FALSE,NA,"905577423365922816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mina1836",21,TRUE,FALSE,NA,NA
